Salary,DOJ,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
360000,2013-06-01,java software engineer,Bangalore,m,1989-12-31,81.6,cbse,2007,74.6,cbse,2,B.Tech/B.E.,information technology,77.1,0,Karnataka,2012,455,565,404,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.1082,0.8518,-0.1626,-0.7603,-0.2875
120000,2014-10-01,web developer,Hyderabad,f,1990-06-01,59.0,state,2007,69.0,state,2,MCA,computer application,74.0,0,Andhra Pradesh,2014,275,415,310,0.0800552813405495,315,-1,253,-1,-1,-1,-1,0.5591,0.2124,0.3174,0.5262,-0.2859
325000,2014-02-01,system engineer,-1,f,1990-06-10,86.5,cbse,2008,63.4,cbse,2,B.Tech/B.E.,information technology,68.89,1,Delhi,2013,405,450,500,0.356536487724475,455,-1,346,-1,-1,-1,-1,0.1282,-0.6201,-0.7585,-0.4879,0.0973
240000,2012-12-01,asp.net developer,Bangalore,m,1990-06-07,68.0,cbse,2008,61.0,cbse,2,B.Tech/B.E.,computer engineering,55.0,0,Punjab,2012,435,545,455,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.0464,1.2028,1.2525,0.8848,1.2923
110000,2014-04-01,quality controller,pune,m,1991-07-15,72.0,cbse,2009,60.0,cbse,2,B.Tech/B.E.,electronics engineering,62.5,0,Maharashtra,2013,560,370,370,0.649389714846691,-1,356,346,-1,-1,-1,-1,0.2718,0.3789,0.1637,-0.8682,-0.6692
300000,2015-01-01,business analyst,Gurgaon,f,1993-03-17,72.0,cbse,2010,60.0,cbse,2,B.Tech/B.E.,computer science & engineering,72.5,0,Uttar Pradesh,2014,500,360,510,0.356536487724475,405,-1,346,-1,-1,-1,-1,0.8463,1.7109,1.2396,-1.3753,1.4386
220000,2014-12-01,customer service representative,Hyderabad,f,1992-01-29,83.5,state,2009,83.8,state,2,B.Tech/B.E.,computer science & engineering,71.7,1,Telangana,2013,465,470,475,0.144789889482462,485,-1,284,-1,-1,-1,-1,-0.0154,1.0449,-0.1437,-0.4879,0.8637
415000,2013-08-01,systems engineer,Bangalore,m,1990-08-09,79.86,state,2008,78.86,state,2,B.Tech/B.E.,computer engineering,74.44,0,Karnataka,2012,375,555,555,0.670743151433127,455,-1,-1,-1,-1,-1,-1,1.3215,0.3448,-0.4891,-1.2303,0.3444
300000,2013-04-01,java developer,Coimbatore,f,1990-09-10,93.5,n/a,2008,95.3,n/a,2,B.Tech/B.E.,computer engineering,92.3,0,Tamil Nadu,2012,415,575,405,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.5719,1.0858,-0.9245,0.0622299999999999,0.1864
300000,2011-08-01,maintenance engineer,Muzaffarnagar,m,1990-04-18,62.5,state,2007,68.0,state,2,B.Tech/B.E.,electronics and electrical engineering,74.0,0,Uttar Pradesh,2011,395,285,475,0.99526570569548,-1,533,-1,-1,-1,-1,-1,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875
345000,2015-02-01,java developer,Gurgaon,m,1992-01-30,74.8,cbse,2009,68.0,cbse,2,B.Tech/B.E.,information technology,69.0,0,Sikkim,2014,570,395,475,0.356536487724475,475,-1,346,-1,-1,-1,-1,-0.0154,0.8784,-0.7585,0.3995,-0.4776
515000,2011-01-01,senior software developer,Mumbai,f,1989-06-20,84.0,n/a,2006,86.0,n/a,2,B.Tech/B.E.,computer engineering,64.0,1,Maharashtra,2010,535,465,515,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.8083,-0.2793,-0.344,-0.5253,-1.0774
120000,2014-09-01,client services associate,-1,m,1989-08-13,57.0,cbse,2009,64.0,state,2,B.Tech/B.E.,electronics and communication engineering,65.8,0,Uttar Pradesh,2013,485,495,575,0.976292560913216,-1,484,-1,-1,-1,420,-1,-0.8772,-0.4536,0.6248,0.7798,-0.8608
400000,2014-09-01,graduate engineer trainee,Pune ,m,1992-04-22,73.2,cbse,2010,72.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,82.5,0,West Bengal,2014,640,625,585,0.881620069530177,475,420,-1,-1,-1,-1,-1,-0.0154,0.3789,0.1637,-0.6147,-0.2859
860000,2010-04-01,senior software engineer,bangalore,m,1987-10-22,60.0,n/a,2005,76.44,n/a,2,B.Tech/B.E.,computer engineering,71.22,0,Madhya Pradesh,2009,455,535,555,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.1901,-0.4353,0.8171,0.8848,0.6603
100000,2012-12-01,mis executive,BHOPAL,m,1989-05-16,71.4,n/a,2008,78.66,n/a,2,B.Tech/B.E.,computer engineering,68.0,0,Madhya Pradesh,2012,385,405,465,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.8192,-0.7473,-0.0537,-0.7603,0.3049
520000,2011-12-01,oracle dba,Gurgoan,m,1991-02-05,69.5,state,2008,64.4,state,2,MCA,computer application,68.0,0,Sikkim,2013,435,575,415,-1.0,-1,-1,-1,-1,-1,-1,-1,0.9737,0.6178,-0.7068,-0.17277,0.3444
800000,2010-03-01,qa analyst,New Delhi,m,1987-12-07,70.2,n/a,2005,75.6,n/a,1,B.Tech/B.E.,information technology,68.93,1,Delhi,2009,415,525,615,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.3447,-1.0593,-1.3599,0.8848,-0.9194
325000,2015-02-01,software development engineer,Chennai,f,1992-09-25,61.0,state,2010,61.0,state,2,B.Tech/B.E.,information technology,75.0,1,Telangana,2014,455,510,500,0.952245572924303,585,-1,-1,-1,-1,-1,-1,0.2718,0.2124,0.3174,0.1459,-1.0524
480000,2013-05-01,software developer,Pune,m,1990-07-27,80.93,state,2009,79.83,state,2,B.Tech/B.E.,computer engineering,61.93,0,Maharashtra,2012,385,445,275,0.563267823666597,425,-1,-1,-1,-1,-1,-1,1.3215,0.6568,0.672,-0.0846,-0.9194
320000,2014-07-01,system engineer,Bangalore,f,1992-05-14,82.7,state,2010,91.0,state,2,B.Tech/B.E.,computer science & engineering,73.0,0,Andhra Pradesh,2014,490,435,560,0.0800552813405495,425,-1,253,-1,-1,-1,-1,0.4155,1.2114,0.4711,-0.4879,0.2889
145000,2015-02-01,graduate engineer trainee,Gagret,m,1993-05-20,82.3,state,2011,73.2,state,2,B.Tech/B.E.,mechanical engineering,71.1,0,Punjab,2015,545,520,390,0.725984147969479,375,-1,-1,438,-1,-1,-1,-1.5953,-0.9531,-0.2974,-1.2486,-0.6692
360000,2014-08-01,software developer,Bangalore,m,1991-05-22,79.29,icse,2009,68.67,cbse,2,B.Tech/B.E.,computer science & engineering,76.0,0,Tamil Nadu,2013,545,505,595,0.356536487724475,555,-1,346,-1,-1,-1,-1,0.2718,0.7119,0.3174,-0.1076,1.4386
500000,2012-11-01,game developer,Bangalore,m,1990-12-17,90.4,n/a,2009,97.5,n/a,2,B.Tech/B.E.,electronics and communication engineering,87.1,0,Tamil Nadu,2012,555,625,595,0.0587928000083534,555,200,-1,-1,-1,-1,-1,0.9737,-0.5523,0.925999999999999,0.53233,0.1864
400000,2014-11-01,operations analyst,New Delhi,m,1991-09-23,80.6,icse,2009,80.7,icse,2,B.Tech/B.E.,electronics and communication engineering,72.5,0,Uttar Pradesh,2014,625,525,635,0.493596387301038,435,324,-1,-1,-1,-1,-1,0.8463,0.8784,1.7007,-0.4879,0.0973
300000,2011-08-01,system engineer,Chennai,m,1990-02-12,81.5,state,2007,72.0,state,2,B.Tech/B.E.,electrical engineering,75.1,1,West Bengal,2011,475,585,615,0.229481754911755,-1,266,-1,-1,-1,-1,-1,-0.7264,0.6568,-2.2308,-0.5253,0.0284
400000,2014-07-01,software developer,Noida,m,1991-09-24,90.4,cbse,2010,82.6,cbse,2,B.Tech/B.E.,information technology,75.8,0,Uttar Pradesh,2014,615,520,695,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.7335,-0.9531,0.6248,0.0192,-1.8189
200000,2014-12-01,digital marketing specialist,"Indirapuram, Ghaziabad",m,1992-06-16,84.0,cbse,2010,77.4,cbse,2,B.Tech/B.E.,electronics and instrumentation engineering,72.3,0,Uttar Pradesh,2014,425,445,505,0.881620069530177,-1,420,-1,-1,-1,-1,-1,1.2828,0.1888,-1.3599,2.0599,-0.2875
800000,2014-07-01,software engineer,Bangalore,f,1993-01-11,93.0,cbse,2010,88.0,cbse,2,B.Tech/B.E.,computer engineering,81.9,0,Jharkhand,2014,650,620,765,0.911395278391328,645,-1,500,-1,-1,-1,-1,0.2718,0.5454,-1.2196,-1.5021,-1.244
145000,2011-10-01,software developer,Coimbatore,m,1986-12-16,83.0,n/a,2004,76.0,n/a,2,MCA,computer application,77.0,0,Tamil Nadu,2011,385,425,435,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.1901,0.1888,0.9623,-0.1727,-0.7615
180000,2011-12-01,technical recruiter,Noida,m,1990-09-25,72.0,n/a,2006,71.6,n/a,2,B.Tech/B.E.,computer engineering,62.0,0,Uttar Pradesh,2011,425,345,365,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.3555,0.5008,-0.344,-0.4078,-0.1295
370000,2014-03-01,software engineer,Noida,f,1991-11-05,86.6,cbse,2009,84.6,cbse,2,B.Tech/B.E.,computer science & engineering,76.08,1,Delhi,2013,570,580,705,0.996744486852253,565,-1,623,-1,-1,-1,-1,-0.0154,0.2124,-1.527,-2.3895,-0.6692
350000,2012-06-01,systems analyst,Chennai,m,1989-05-09,79.0,cbse,2007,74.0,cbse,1,B.Tech/B.E.,information technology,80.0,1,Delhi,2012,535,585,705,0.979521744319216,625,-1,-1,-1,-1,-1,-1,1.0896,1.2808,-0.1988,-0.4371,0.0284
235000,2012-08-01,it support specialist,Mumbai,m,1989-06-09,62.34,state,2008,62.26,state,2,B.Tech/B.E.,computer engineering,58.35,1,Maharashtra,2012,435,375,395,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.51,1.1248,0.5269,1.2374,0.8183
500000,2014-07-01,software developer,Bangalore,m,1993-09-14,83.68,state,2010,84.5,state,2,B.Tech/B.E.,computer science & engineering,72.3,1,Karnataka,2014,580,605,570,0.622642915849938,585,-1,407,-1,-1,-1,-1,-1.308,-1.7856,-0.6048,1.0333,-2.5853
300000,2014-03-01,principal software engineer,Bangalore,m,1992-02-12,72.0,cbse,2009,61.0,state,2,B.Tech/B.E.,electronics and communication engineering,66.5,1,Karnataka,2013,545,545,535,0.649389714846691,405,356,-1,-1,-1,-1,-1,1.5644,1.0449,-1.527,-2.136,0.0973
125000,2014-12-01,web developer,New Delhi,m,1992-01-01,70.66,state,2009,69.84,state,2,B.Tech/B.E.,information technology,69.0,0,Uttar Pradesh,2014,310,410,695,0.144789889482462,465,-1,284,-1,-1,-1,-1,-1.1644,-1.2861,0.6248,1.0333,-1.6273
500000,2013-12-01,technical support engineer,Navi Mumbai,m,1990-06-01,76.0,state,2008,78.13,state,2,B.Tech/B.E.,computer engineering,55.7,0,Maharashtra,2012,475,615,675,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.9737,1.7488,-0.1988,-1.9354,-0.1295
325000,2014-11-01,software engineer,Bangalore,m,1991-07-15,60.1,state,2007,66.4,state,1,B.Tech/B.E.,computer science & engineering,65.22,0,Uttar Pradesh,2014,490,455,345,0.23780283983757,535,-1,315,-1,-1,-1,-1,1.7081,1.0449,0.9322,0.2727,1.247
50000,2014-06-01,jr. software engineer,Nagpur,f,1993-01-30,77.38,state,2010,60.83,state,2,B.Tech/B.E.,computer engineering,61.0,0,Maharashtra,2014,440,315,295,0.144789889482462,345,-1,284,-1,-1,-1,-1,0.1282,0.7119,-0.2974,0.653,-0.8608
300000,2013-09-01,programmer analyst,Kolkata,m,1991-05-31,88.4,n/a,2009,91.5,n/a,1,B.Tech/B.E.,electronics and communication engineering,75.2,0,West Bengal,2013,605,485,650,0.229481754911755,425,266,-1,-1,-1,-1,-1,1.1283,1.3198,-0.9245,-1.5828,0.6603
150000,2014-06-01,design engineer,Bangalore,m,1992-08-20,77.7,state,2010,77.0,state,2,B.Tech/B.E.,mechanical engineering,67.32,0,Karnataka,2014,335,340,415,0.829584599793067,-1,-1,-1,469,-1,-1,-1,-1.0208,0.0459,0.7785,1.2869,0.6721
240000,2013-07-01,ios developer,-1,m,1991-03-08,88.8,cbse,2009,84.3,cbse,2,B.Tech/B.E.,computer science & engineering,83.0,0,Uttar Pradesh,2013,640,680,575,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.3027,0.2124,-0.1437,0.0192,0.6721
250000,2011-09-01,.net developer,New Delhi,m,1987-12-20,49.0,n/a,2005,54.0,n/a,2,MCA,computer application,71.0,0,Uttar Pradesh,2011,455,305,355,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.8192,0.1888,-0.344,-0.7603,0.8183
220000,2015-01-01,software devloper,jaipur,m,1992-10-29,68.83,state,2010,62.0,state,2,B.Tech/B.E.,computer science & engineering,73.2,1,Rajasthan,2015,290,385,405,0.842248322257836,385,-1,469,-1,-1,-1,-1,1.2772,0.7119,1.547,-0.1076,1.0554
300000,2012-02-01,software engineer,Bangalore,m,1988-04-17,82.0,n/a,2006,65.0,cbse,2,MCA,computer application,66.39,0,Punjab,2011,515,585,535,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.5719,1.1248,0.8171,-0.9953,0.1864
335000,2014-02-01,system engineer,chennai,m,1992-06-09,85.0,state,2009,88.3,state,2,B.Tech/B.E.,electronics and communication engineering,75.52,1,Telangana,2013,545,655,445,0.338786347219528,385,292,-1,-1,-1,-1,-1,-0.0154,-0.6201,-0.4511,-0.2344,-1.244
300000,2015-11-01,programmer analyst,Chennai,m,1992-04-15,81.0,state,2009,81.0,state,2,B.Tech/B.E.,electronics and communication engineering,78.0,0,Punjab,2014,360,545,635,0.943272157866555,-1,452,-1,-1,-1,-1,-1,-0.0154,0.7119,1.547,-0.995,-0.8608
110000,2014-08-01,software developer,Gwalior,m,1987-04-07,69.0,state,2006,51.3,state,2,B.Tech/B.E.,information technology,72.0,0,Madhya Pradesh,2014,430,395,235,0.744758354008939,455,-1,438,-1,-1,-1,-1,-0.0154,-1.2861,0.01,0.2727,-0.4776
470000,2011-09-01,senior mechanical engineer,Pune,m,1988-02-18,87.2,n/a,2006,83.0,n/a,2,B.Tech/B.E.,mechanical engineering,63.0,1,Maharashtra,2010,575,405,554,-1.0,345,333,-1,-1,-1,-1,-1,-2.5811,-1.5273,-0.1988,-1.8179,-1.5513
330000,2014-09-01,assistant system engineer,-1,m,1992-05-24,94.43,icse,2010,65.2,cbse,1,B.Tech/B.E.,computer science & engineering,61.2,0,Orissa,2014,780,505,510,0.842248322257836,495,-1,469,-1,-1,-1,-1,0.5591,1.0449,1.3933,-1.2486,0.0973
400000,2014-12-01,database administrator,Pune,m,1992-12-17,85.53,state,2010,86.0,state,2,B.Tech/B.E.,computer science & engineering,63.77,0,Maharashtra,2014,510,530,560,0.911395278391328,535,-1,500,-1,-1,-1,-1,-0.4463,-0.4536,-0.1437,-0.4879,-1.4356
350000,2013-02-01,programmer analyst,Chennai ,m,1990-10-07,88.09,state,2008,95.6,state,2,B.Tech/B.E.,electronics and communication engineering,75.6,1,Tamil Nadu,2012,445,625,495,0.694479327708463,-1,366,-1,-1,-1,393,-1,0.9737,1.1248,-1.3599,-0.52527,-0.643
305000,2012-12-01,business analyst,Pune,m,1989-09-12,73.33,state,2008,57.67,state,1,B.Tech/B.E.,electronics & telecommunications,55.55,1,Maharashtra,2012,695,545,705,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.6538,0.6568,-0.9245,1.3549,0.1864
350000,2011-08-01,programmer analyst,Pune,m,1990-03-14,84.8,state,2007,84.0,state,2,B.Tech/B.E.,computer engineering,73.66,0,Madhya Pradesh,2011,465,505,595,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.2628,0.6568,0.672,0.2973,-0.6035
315000,2014-08-01,java software engineer,Noida,m,1992-08-11,78.0,cbse,2010,84.0,cbse,2,B.Tech/B.E.,computer science & engineering,85.78,1,Tamil Nadu,2014,325,435,545,0.842248322257836,485,-1,469,-1,-1,-1,-1,-0.4463,0.2124,1.0859,0.2727,-0.6692
330000,2014-12-01,software test engineer,Mumbai,m,1991-03-12,76.0,icse,2010,70.0,icse,2,B.Tech/B.E.,information technology,68.0,0,Uttar Pradesh,2014,625,470,535,0.622642915849938,505,-1,407,-1,-1,-1,-1,0.7027,0.3789,0.1637,-0.6147,-0.0943
150000,2013-06-01,sales executive,Bangalore,m,1990-10-07,83.33,state,2008,81.4,state,2,B.Tech/B.E.,electronics and communication engineering,61.92,0,Tamil Nadu,2012,425,405,495,0.124502074009537,235,233,-1,358,-1,233,-1,0.6646,-2.3073,-0.344,1.5899,0.0679
180000,2013-07-01,java software engineer,Visakhapatnam,m,1991-09-20,76.7,state,2009,90.1,state,2,B.Tech/B.E.,computer science & engineering,78.0,0,Andhra Pradesh,2013,570,555,545,0.744758354008939,485,-1,438,-1,-1,-1,-1,0.2718,0.3789,0.3174,-0.4879,-0.8608
350000,2013-08-01,automation engineer,Chandigarh,f,1991-08-08,74.2,state,2008,65.6,cbse,2,B.Tech/B.E.,information technology,68.66,0,Haryana,2012,335,525,475,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.3447,-1.5273,0.8171,-0.0552,-1.2354
105000,2014-06-01,php developer,New Delhi,m,1991-07-31,73.0,cbse,2009,59.0,state,2,B.Tech/B.E.,computer science & engineering,59.0,0,Uttar Pradesh,2014,420,385,400,0.356536487724475,355,-1,346,-1,-1,-1,-1,-2.457,-0.7866,-2.1418,-1.2486,-1.6273
180000,2014-08-01,customer service representative,bangalore,m,1992-10-28,65.6,cbse,2010,63.2,cbse,2,B.Tech/B.E.,computer science & engineering,75.9,0,Chhattisgarh,2014,465,350,295,0.911395278391328,435,-1,500,-1,-1,-1,-1,0.8463,0.7119,1.547,-1.2486,0.6721
400000,2012-01-01,assistant professor,New Delhi,f,1983-02-23,70.0,state,2001,50.0,state,2,B.Tech/B.E.,electronics and communication engineering,75.84,0,Haryana,2011,355,425,355,0.694479327708463,355,366,-1,-1,-1,393,-1,-1.8083,0.3448,-1.3599,1.5899,1.2923
300000,2014-08-01,business development executive,Pune,m,1991-06-25,85.73,state,2008,70.0,state,2,B.Tech/B.E.,computer science & engineering,56.5,0,Maharashtra,2014,510,375,585,0.622642915849938,395,-1,407,-1,-1,-1,-1,0.99,1.7109,1.0859,0.1459,0.8637
600000,2013-01-01,senior software developer,-1,m,1990-09-11,82.0,cbse,2008,91.5,state,2,B.Tech/B.E.,electronics and communication engineering,81.0,1,Tamil Nadu,2012,625,585,650,0.376059586651545,555,300,-1,512,-1,286,-1,0.0464,0.0328,-0.7068,-0.1727,-0.2875
210000,2013-05-01,data analyst,Hyderabad,m,1988-05-11,72.4,state,2005,67.9,state,2,MCA,computer application,80.0,1,Telangana,2012,325,505,565,0.21678548596901,325,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,0.925999999999999,0.0622299999999999,0.1864
310000,2012-04-01,technical operations analyst,Noida,f,1989-01-23,89.0,cbse,2006,78.0,cbse,2,B.Tech/B.E.,computer engineering,73.14,0,Uttar Pradesh,2011,545,485,544,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,-0.43717,0.3444
450000,2013-06-01,software engineer,Gurgaon ,m,1990-05-07,67.7,state,2007,56.3,state,2,B.Tech/B.E.,computer science & engineering,81.7,0,Orissa,2013,360,565,570,0.911395278391328,575,-1,500,-1,-1,-1,-1,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692
225000,2012-08-01,sap consultant,Noida,f,1990-09-19,84.0,n/a,2008,68.0,n/a,2,B.Tech/B.E.,electronics and communication engineering,60.0,0,Uttar Pradesh,2012,615,545,515,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-1.1128,0.1888,-0.344,1.41363,-1.2354
280000,2011-10-01,software engineer,Pune,m,1989-08-12,79.78,state,2007,64.0,state,2,B.Tech/B.E.,electronics & telecommunications,56.43,1,Maharashtra,2011,585,655,625,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.0464,0.8128,0.5269,-0.0552,-0.4455
520000,2011-12-01,senior systems engineer,Chennai,f,1990-04-27,87.0,n/a,2007,89.0,n/a,2,B.Tech/B.E.,information technology,86.4,0,Tamil Nadu,2011,525,615,615,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.51,-0.5913,-0.7794,-0.8778,-0.4455
350000,2014-01-01,programmer analyst,-1,m,1991-03-24,88.0,icse,2009,75.0,cbse,2,B.Tech/B.E.,information science engineering,70.0,1,Karnataka,2013,595,625,585,0.622642915849938,495,-1,407,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.3753,-1.0524
320000,2015-07-01,software engineer,Noida,m,1992-06-05,74.0,state,2009,73.0,state,2,B.Tech/B.E.,electronics and communication engineering,65.95,0,Uttar Pradesh,2015,420,375,430,0.649389714846691,-1,356,-1,-1,-1,-1,-1,0.2718,0.3789,1.3933,1.1601,0.8637
325000,2013-11-01,software development engineer,-1,m,1991-04-10,76.0,cbse,2009,67.0,state,2,B.Tech/B.E.,electronics and communication engineering,64.0,1,Karnataka,2013,730,520,590,0.538386892985096,375,333,-1,-1,-1,-1,-1,1.1336,1.3779,1.2396,1.1601,1.0554
120000,2014-08-01,quality assurance test engineer,Greater Noida,m,1992-02-26,72.0,cbse,2010,59.9,cbse,2,B.Tech/B.E.,information technology,63.0,0,Uttar Pradesh,2014,440,450,395,0.991230625262871,385,-1,592,-1,-1,-1,-1,-0.4463,0.3789,0.6248,1.5404,0.6721
350000,2013-02-01,product engineer,Dhanbad,m,1991-06-10,78.0,cbse,2009,55.0,cbse,2,B.Tech/B.E.,mechatronics,74.0,1,Tamil Nadu,2013,440,485,370,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.308,-0.6201,-0.9122,-0.8682,-0.8608
580000,2011-07-01,senior software engineer,Mumbai,f,1989-11-09,84.0,n/a,2007,60.0,n/a,2,B.Tech/B.E.,computer engineering,62.1,0,Rajasthan,2011,404,425,405,0.276047228046856,345,-1,-1,-1,-1,-1,-1,0.3555,0.8128,0.5269,0.4148,0.9763
180000,2014-03-01,php developer,new delhi,m,1993-05-12,57.0,state,2010,70.0,state,2,B.Tech/B.E.,information technology,68.88,0,Uttar Pradesh,2014,325,350,390,0.356536487724475,415,-1,346,-1,-1,-1,-1,-0.8772,-3.4506,0.9322,1.6672,-1.244
240000,2014-07-01,software engineer,Noida,f,1992-02-17,87.0,cbse,2009,64.0,cbse,2,B.Tech/B.E.,computer science & engineering,68.0,1,Delhi,2013,535,580,260,0.486747008438193,505,-1,376,-1,-1,-1,-1,-0.159,0.5454,0.6248,-0.1076,1.247
120000,2013-12-01,php developer,Hyderabad,m,1991-10-09,64.0,state,2009,65.0,state,2,B.Tech/B.E.,computer science & engineering,58.0,0,Telangana,2013,335,420,210,0.744758354008939,275,-1,438,-1,-1,-1,-1,0.4155,-0.6201,0.1637,0.9066,0.6721
240000,2013-10-01,business analyst,Noida,m,1991-04-21,88.2,cbse,2008,82.0,cbse,2,B.Tech/B.E.,electronics & telecommunications,78.5,0,Orissa,2012,685,475,505,0.155908502722861,-1,-1,-1,-1,-1,260,-1,-0.4173,1.1248,0.672,-0.5253,-0.168999999999999
120000,2012-12-01,.net developer,New Delhi,m,1983-09-02,49.0,cbse,2007,75.0,state,2,B.Tech/B.E.,information technology,65.0,0,Uttar Pradesh,2011,525,455,425,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.2828,0.8128,0.672,-1.7004,-0.2875
310000,2014-07-01,software test engineer,Bangalore,m,1992-09-08,91.2,state,2010,95.2,state,2,B.Tech/B.E.,electronics and communication engineering,76.2,0,Andhra Pradesh,2014,580,645,635,0.997642771699029,525,-1,-1,-1,-1,548,-1,0.8463,0.7119,1.8543,-1.1218,0.2889
345000,2014-04-01,programmer analyst,Chennai,m,1990-11-04,71.0,state,2008,62.0,state,2,B.Tech/B.E.,information technology,73.0,0,Orissa,2013,570,495,595,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.5899,-0.4536,-0.6048,0.9066,-0.4776
100000,2011-10-01,service coordinator,Bangalore,m,1989-10-03,65.0,state,2006,50.0,state,2,B.Tech/B.E.,mechanical & production engineering,58.0,0,Karnataka,2011,445,315,385,-1.0,-1,-1,-1,313,-1,-1,-1,-0.5719,-1.2153,-1.5051,0.7673,-1.7093
325000,2014-08-01,system administrator,Chennai,f,1993-07-06,81.3,state,2010,88.6,state,2,B.Tech/B.E.,information technology,75.6,0,Andhra Pradesh,2014,535,530,520,0.356536487724475,355,-1,346,-1,-1,-1,-1,0.5591,1.2114,0.6248,-0.6147,-0.6692
310000,2013-03-01,software quality assurance tester,TRIVANDRUM,m,1990-09-06,92.2,cbse,2008,82.2,cbse,1,B.Tech/B.E.,information technology,76.33,1,Delhi,2012,645,475,595,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.0696,0.3448,-0.9245,0.0917,0.6603
225000,2014-04-01,assistant engineer,Dehradun,m,1993-09-16,73.0,cbse,2011,70.0,cbse,2,B.Tech/B.E.,civil engineering,66.2,0,Uttarakhand,2015,395,580,505,0.887903316555001,-1,-1,-1,-1,-1,-1,452,0.5591,0.7119,0.1637,-1.7556,1.247
240000,2013-09-01,.net developer,-1,f,1992-05-02,93.0,state,2009,94.9,state,2,B.Tech/B.E.,computer science & engineering,84.6,0,Telangana,2013,500,485,515,0.960903087163164,595,-1,-1,-1,-1,-1,-1,1.2772,1.2114,-0.6048,-0.8682,1.4386
475000,2011-11-01,senior systems engineer,-1,m,1989-05-31,80.2,cbse,2007,77.2,cbse,2,B.Tech/B.E.,electronics and electrical engineering,79.0,0,Haryana,2011,695,445,585,0.910770164246022,-1,433,-1,-1,-1,-1,-1,0.0464,0.9688,1.2525,0.1798,0.1864
235000,2012-06-01,research analyst,-1,f,1989-10-09,74.8,cbse,2008,64.4,cbse,2,B.Tech/B.E.,biotechnology,73.0,1,Tamil Nadu,2012,525,405,385,0.885703685007219,-1,-1,-1,-1,-1,-1,-1,-0.1082,0.5008,-0.4891,-0.2902,-0.406
200000,2013-07-01,software engineer,Bangalore,m,1990-01-15,55.5,state,2007,52.5,state,2,MCA,computer application,72.8,0,Uttar Pradesh,2013,415,495,445,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.1437,0.9066,-1.6273
560000,2013-07-01,application developer,Hyderabad,m,1992-04-21,85.8,cbse,2009,90.6,cbse,1,B.Tech/B.E.,computer science & engineering,76.8,0,Madhya Pradesh,2013,625,715,645,0.99405087195167,675,-1,-1,-1,-1,-1,-1,-0.3027,0.8784,0.4711,-1.1218,1.0554
335000,2013-05-01,programmer analyst,Chennai & Mumbai,m,1991-07-31,81.2,cbse,2008,75.4,cbse,1,B.Tech/B.E.,computer engineering,74.1,0,Madhya Pradesh,2013,495,595,625,0.911395278391328,685,-1,500,-1,-1,-1,-1,-1.0208,-1.1196,-0.6048,0.5262,0.2889
105000,2013-01-01,testing engineer,noida,m,1990-08-05,63.0,cbse,2009,64.0,cbse,2,B.Tech/B.E.,electronics and electrical engineering,72.4,0,Punjab,2013,500,460,415,0.193768441980019,395,-1,-1,-1,324,-1,-1,1.1336,0.7119,0.1637,-0.4879,-0.4776
